"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","start_position","end_position","strand","transcript_start","transcript_end","transcription_start_site","transcript_length","transcript_is_canonical","transcript_tsl","gene_biotype","transcript_biotype","ensembl_peptide_id"
"PEX5","ENSG00000288217","ENST00000673209","HG1398_PATCH",116371,146260,1,137816,146260,137816,386,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000500332"
"CSF2RA","ENSG00000292357","ENST00001145942","Y",1268779,1325373,1,1268779,1325373,1268779,1662,NA,"","protein_coding","protein_coding","ENSP00000815748"
"CSF2RA","ENSG00000292357","ENST00001145938","Y",1268779,1325373,1,1268779,1309934,1268779,1975,NA,"","protein_coding","protein_coding","ENSP00000815747"
"CSF2RA","ENSG00000292357","ENST00001145931","Y",1268779,1325373,1,1268779,1310381,1268779,2320,NA,"","protein_coding","protein_coding","ENSP00000815737"
"CSF2RA","ENSG00000292357","ENST00000972771","Y",1268779,1325373,1,1268814,1300543,1268814,900,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CSF2RA","ENSG00000292357","ENST00000972803","Y",1268779,1325373,1,1268814,1309718,1268814,1987,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000642790"
"CSF2RA","ENSG00000292357","ENST00000972697","Y",1268779,1325373,1,1268814,1309935,1268814,1815,1,"","protein_coding","protein_coding","ENSP00000642755"
"CSF2RA","ENSG00000292357","ENST00000972703","Y",1268779,1325373,1,1268818,1294395,1268818,802,NA,"","protein_coding","protein_coding","ENSP00000642768"
"CSF2RA","ENSG00000292357","ENST00001145943","Y",1268779,1325373,1,1268779,1323174,1268779,1718,NA,"","protein_coding","protein_coding","ENSP00000815749"
"CSF2RA","ENSG00000292357","ENST00001145934","Y",1268779,1325373,1,1268779,1309924,1268779,1991,NA,"","protein_coding","protein_coding","ENSP00000815740"
"CSF2RA","ENSG00000292357","ENST00001145930","Y",1268779,1325373,1,1268779,1305941,1268779,1654,NA,"","protein_coding","protein_coding","ENSP00000815736"
"CSF2RA","ENSG00000292357","ENST00001145937","Y",1268779,1325373,1,1268779,1309922,1268779,542,NA,"","protein_coding","protein_coding","ENSP00000815743"
"CSF2RA","ENSG00000292357","ENST00001145944","Y",1268779,1325373,1,1268779,1323193,1268779,2069,NA,"","protein_coding","protein_coding","ENSP00000815750"
"CSF2RA","ENSG00000292357","ENST00001145945","Y",1268779,1325373,1,1268779,1325373,1268779,1686,NA,"","protein_coding","protein_coding","ENSP00000815751"
"CSF2RA","ENSG00000292357","ENST00000972755","Y",1268779,1325373,1,1268835,1282220,1268835,459,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CSF2RA","ENSG00000292357","ENST00001145917","Y",1268779,1325373,1,1268779,1309934,1268779,1694,NA,"","protein_coding","protein_coding","ENSP00000815723"
"CSF2RA","ENSG00000292357","ENST00001145918","Y",1268779,1325373,1,1268779,1309934,1268779,1476,NA,"","protein_coding","protein_coding","ENSP00000815724"
"CSF2RA","ENSG00000292357","ENST00000972766","Y",1268779,1325373,1,1268845,1309934,1268845,1671,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000642778"
"CSF2RA","ENSG00000292357","ENST00000972694","Y",1268779,1325373,1,1282686,1309638,1282686,1283,NA,"","protein_coding","protein_coding","ENSP00000642752"
"CSF2RA","ENSG00000292357","ENST00000972749","Y",1268779,1325373,1,1285652,1288640,1285652,391,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CSF2RA","ENSG00000292357","ENST00000972750","Y",1268779,1325373,1,1288598,1289105,1288598,392,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CSF2RA","ENSG00000292357","ENST00000972744","Y",1268779,1325373,1,1290453,1309922,1290453,476,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CSF2RA","ENSG00000292357","ENST00000972769","Y",1268779,1325373,1,1294225,1295578,1294225,389,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CSF2RA","ENSG00000292357","ENST00001145975","Y",1268779,1325373,1,1268779,1309933,1268779,2121,NA,"","protein_coding","protein_coding","ENSP00000815781"
"CSF2RA","ENSG00000292357","ENST00001145976","Y",1268779,1325373,1,1268779,1309934,1268779,1944,NA,"","protein_coding","protein_coding","ENSP00000815782"
"CSF2RA","ENSG00000292357","ENST00001145977","Y",1268779,1325373,1,1268779,1309922,1268779,1861,NA,"","protein_coding","protein_coding","ENSP00000815783"
"CSF2RA","ENSG00000292357","ENST00001145978","Y",1268779,1325373,1,1268779,1309915,1268779,2006,NA,"","protein_coding","protein_coding","ENSP00000815784"
"CSF2RA","ENSG00000292357","ENST00001145979","Y",1268779,1325373,1,1268779,1309887,1268779,1792,NA,"","protein_coding","protein_coding","ENSP00000815785"
"CSF2RA","ENSG00000292357","ENST00000973039","Y",1268779,1325373,1,1268779,1310362,1268779,2294,NA,"","protein_coding","protein_coding","ENSP00000642901"
"CSF2RA","ENSG00000292357","ENST00001146042","Y",1268779,1325373,1,1268779,1309957,1268779,1974,NA,"","protein_coding","protein_coding","ENSP00000815848"
"CSF2RA","ENSG00000292357","ENST00001146043","Y",1268779,1325373,1,1268779,1309933,1268779,2247,NA,"","protein_coding","protein_coding","ENSP00000815849"
"CSF2RA","ENSG00000292357","ENST00001146044","Y",1268779,1325373,1,1268779,1309936,1268779,1853,NA,"","protein_coding","protein_coding","ENSP00000815850"
"CSF2RA","ENSG00000292357","ENST00001146045","Y",1268779,1325373,1,1268779,1309887,1268779,2056,NA,"","protein_coding","protein_coding","ENSP00000815851"
"CSF2RA","ENSG00000292357","ENST00001146046","Y",1268779,1325373,1,1268779,1309887,1268779,1901,NA,"","protein_coding","protein_coding","ENSP00000815852"
"CSF2RA","ENSG00000292357","ENST00000973045","Y",1268779,1325373,1,1274765,1309887,1274765,1935,NA,"","protein_coding","protein_coding","ENSP00000642907"
"CSF2RA","ENSG00000292357","ENST00001146106","Y",1268779,1325373,1,1268825,1310504,1268825,2660,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000815912"
"CSF2RA","ENSG00000292357","ENST00001146107","Y",1268779,1325373,1,1268814,1309934,1268814,2093,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000815913"
"CSF2RA","ENSG00000292357","ENST00001146108","Y",1268779,1325373,1,1268824,1309934,1268824,1976,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000815914"
"CSF2RA","ENSG00000292357","ENST00001146109","Y",1268779,1325373,1,1268814,1309918,1268814,2096,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000815915"
"CSF2RA","ENSG00000292357","ENST00001146165","Y",1268779,1325373,1,1268779,1323191,1268779,1966,NA,"","protein_coding","protein_coding","ENSP00000815971"
"CSF2RA","ENSG00000292357","ENST00001146166","Y",1268779,1325373,1,1268779,1314021,1268779,2750,NA,"","protein_coding","protein_coding","ENSP00000815972"
"CSF2RA","ENSG00000292357","ENST00001146184","Y",1268779,1325373,1,1268779,1309935,1268779,1850,NA,"","protein_coding","protein_coding","ENSP00000815990"
"SURF1","ENSG00000280627","ENST00000626663","HG2030_PATCH",177852,182770,-1,177852,182581,182581,1092,1,"","protein_coding","protein_coding","ENSP00000487158"
"SURF1","ENSG00000280627","ENST00000628258","HG2030_PATCH",177852,182770,-1,177899,182579,182579,991,NA,"","protein_coding","protein_coding","ENSP00000486289"
"SURF1","ENSG00000280627","ENST00000630619","HG2030_PATCH",177852,182770,-1,177969,180347,180347,931,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"SURF1","ENSG00000280627","ENST00000625378","HG2030_PATCH",177852,182770,-1,178007,182414,182414,813,NA,"","protein_coding","retained_intron",""
"SURF1","ENSG00000280627","ENST00000629007","HG2030_PATCH",177852,182770,-1,182199,182770,182770,493,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"ADAMTS13","ENSG00000281244","ENST00000628339","HG2030_PATCH",240452,285496,1,240452,285480,240452,2953,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"ADAMTS13","ENSG00000281244","ENST00000626597","HG2030_PATCH",240452,285496,1,248094,285480,248094,4934,1,"","protein_coding","protein_coding","ENSP00000486201"
"ADAMTS13","ENSG00000281244","ENST00000630344","HG2030_PATCH",240452,285496,1,248094,285496,248094,4330,NA,"","protein_coding","protein_coding","ENSP00000487185"
"ADAMTS13","ENSG00000281244","ENST00000630700","HG2030_PATCH",240452,285496,1,248418,256004,248418,1155,NA,"","protein_coding","protein_coding","ENSP00000486060"
"ADAMTS13","ENSG00000281244","ENST00000626079","HG2030_PATCH",240452,285496,1,248418,276050,248418,3022,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000485845"
"ADAMTS13","ENSG00000281244","ENST00000626744","HG2030_PATCH",240452,285496,1,248418,285480,248418,4442,NA,"","protein_coding","protein_coding","ENSP00000486734"
"ADAMTS13","ENSG00000281244","ENST00000630465","HG2030_PATCH",240452,285496,1,248418,285480,248418,4349,NA,"","protein_coding","protein_coding","ENSP00000485989"
"ADAMTS13","ENSG00000281244","ENST00000626661","HG2030_PATCH",240452,285496,1,248419,274703,248419,2230,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000486371"
"ADAMTS13","ENSG00000281244","ENST00000629604","HG2030_PATCH",240452,285496,1,281742,285480,281742,1074,NA,"","protein_coding","protein_coding","ENSP00000487509"
"CCDC40","ENSG00000291505","ENST00000707761","HG2118_PATCH",59543,125319,1,59543,115525,59543,3544,NA,"","protein_coding","protein_coding","ENSP00000516971"
"CCDC40","ENSG00000291505","ENST00000707762","HG2118_PATCH",59543,125319,1,59553,125319,59553,4288,1,"","protein_coding","protein_coding","ENSP00000516972"
"CCDC40","ENSG00000291505","ENST00000707763","HG2118_PATCH",59543,125319,1,59563,63076,59563,460,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CCDC40","ENSG00000291505","ENST00000707764","HG2118_PATCH",59543,125319,1,59563,90812,59563,1970,NA,"","protein_coding","protein_coding","ENSP00000516973"
"CCDC40","ENSG00000291505","ENST00000707765","HG2118_PATCH",59543,125319,1,59569,89681,59569,2010,NA,"","protein_coding","protein_coding","ENSP00000516974"
"CCDC40","ENSG00000291505","ENST00000707766","HG2118_PATCH",59543,125319,1,59572,63016,59572,466,NA,"","protein_coding","protein_coding","ENSP00000516975"
"CCDC40","ENSG00000291505","ENST00000707767","HG2118_PATCH",59543,125319,1,59572,63098,59572,537,NA,"","protein_coding","protein_coding","ENSP00000516976"
"CCDC40","ENSG00000291505","ENST00000707768","HG2118_PATCH",59543,125319,1,59575,63446,59575,816,NA,"","protein_coding","retained_intron",""
"CCDC40","ENSG00000291505","ENST00000707769","HG2118_PATCH",59543,125319,1,59588,70365,59588,714,NA,"","protein_coding","retained_intron",""
"CCDC40","ENSG00000291505","ENST00000707770","HG2118_PATCH",59543,125319,1,62916,73135,62916,554,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000516977"
"CCDC40","ENSG00000291505","ENST00000707771","HG2118_PATCH",59543,125319,1,71281,125310,71281,3795,NA,"","protein_coding","retained_intron",""
"CCDC40","ENSG00000291505","ENST00000707772","HG2118_PATCH",59543,125319,1,81836,90199,81836,593,NA,"","protein_coding","protein_coding","ENSP00000516978"
"CCDC40","ENSG00000291505","ENST00000707773","HG2118_PATCH",59543,125319,1,104354,122640,104354,3962,NA,"","protein_coding","retained_intron",""
"CCDC40","ENSG00000291505","ENST00000707774","HG2118_PATCH",59543,125319,1,112220,120043,112220,551,NA,"","protein_coding","retained_intron",""
"CCDC40","ENSG00000291505","ENST00000707775","HG2118_PATCH",59543,125319,1,112409,112918,112409,326,NA,"","protein_coding","retained_intron",""
"CCDC40","ENSG00000291505","ENST00000707776","HG2118_PATCH",59543,125319,1,112811,116851,112811,561,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"GAA","ENSG00000291507","ENST00000707778","HG2118_PATCH",126262,144587,1,126262,132424,126262,956,NA,"","protein_coding","protein_coding","ENSP00000516979"
"GAA","ENSG00000291507","ENST00000707779","HG2118_PATCH",126262,144587,1,126287,144587,126287,3751,1,"","protein_coding","protein_coding","ENSP00000516980"
"GAA","ENSG00000291507","ENST00000707780","HG2118_PATCH",126262,144587,1,126293,130534,126293,812,NA,"","protein_coding","protein_coding","ENSP00000516981"
"GAA","ENSG00000291507","ENST00000707781","HG2118_PATCH",126262,144587,1,126300,144583,126300,3549,NA,"","protein_coding","protein_coding","ENSP00000516982"
"GAA","ENSG00000291507","ENST00000707782","HG2118_PATCH",126262,144587,1,126303,127439,126303,952,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"GAA","ENSG00000291507","ENST00000707783","HG2118_PATCH",126262,144587,1,135708,141788,135708,723,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000516983"
"GAA","ENSG00000291507","ENST00000707784","HG2118_PATCH",126262,144587,1,136439,137654,136439,575,NA,"","protein_coding","retained_intron",""
"GAA","ENSG00000291507","ENST00000707785","HG2118_PATCH",126262,144587,1,137090,137977,137090,534,NA,"","protein_coding","retained_intron",""
"GAA","ENSG00000291507","ENST00000707786","HG2118_PATCH",126262,144587,1,141532,143981,141532,756,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000646946","HG1815_PATCH",134107,260810,-1,134107,196181,196181,2876,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000493870"
"CACNA2D4","ENSG00000284953","ENST00000645018","HG1815_PATCH",134107,260810,-1,134107,260796,260796,5285,NA,"","protein_coding","protein_coding","ENSP00000495256"
"CACNA2D4","ENSG00000284953","ENST00000645049","HG1815_PATCH",134107,260810,-1,134107,260810,260810,5936,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000646018","HG1815_PATCH",134107,260810,-1,134917,260781,260781,4450,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000494451"
"CACNA2D4","ENSG00000284953","ENST00000646498","HG1815_PATCH",134107,260810,-1,134946,153882,153882,1615,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000494913"
"CACNA2D4","ENSG00000284953","ENST00000644401","HG1815_PATCH",134107,260810,-1,135187,153935,153935,1498,NA,"","protein_coding","protein_coding","ENSP00000496774"
"CACNA2D4","ENSG00000284953","ENST00000644394","HG1815_PATCH",134107,260810,-1,135313,260675,260675,3883,NA,"","protein_coding","protein_coding","ENSP00000494474"
"CACNA2D4","ENSG00000284953","ENST00000642253","HG1815_PATCH",134107,260810,-1,135652,153904,153904,976,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000493907"
"CACNA2D4","ENSG00000284953","ENST00000645926","HG1815_PATCH",134107,260810,-1,135667,139804,139804,676,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000645225","HG1815_PATCH",134107,260810,-1,135710,257371,257371,3311,NA,"","protein_coding","protein_coding","ENSP00000493490"
"CACNA2D4","ENSG00000284953","ENST00000642731","HG1815_PATCH",134107,260810,-1,135747,153904,153904,952,NA,"","protein_coding","protein_coding","ENSP00000494302"
"CACNA2D4","ENSG00000284953","ENST00000643563","HG1815_PATCH",134107,260810,-1,135758,153864,153864,895,NA,"","protein_coding","protein_coding","ENSP00000496204"
"CACNA2D4","ENSG00000284953","ENST00000646095","HG1815_PATCH",134107,260810,-1,137204,139701,139701,575,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000644981","HG1815_PATCH",134107,260810,-1,137253,260617,260617,3499,1,"","protein_coding","protein_coding","ENSP00000494395"
"CACNA2D4","ENSG00000284953","ENST00000644272","HG1815_PATCH",134107,260810,-1,137258,138093,138093,550,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000642910","HG1815_PATCH",134107,260810,-1,137287,257371,257371,3273,NA,"","protein_coding","protein_coding","ENSP00000494565"
"CACNA2D4","ENSG00000284953","ENST00000643629","HG1815_PATCH",134107,260810,-1,137480,139668,139668,552,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000647066","HG1815_PATCH",134107,260810,-1,137817,153884,153884,556,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000495851"
"CACNA2D4","ENSG00000284953","ENST00000645267","HG1815_PATCH",134107,260810,-1,141820,153871,153871,680,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000647253","HG1815_PATCH",134107,260810,-1,142151,142900,142900,576,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000642921","HG1815_PATCH",134107,260810,-1,142324,153905,153905,498,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000644558","HG1815_PATCH",134107,260810,-1,142351,153914,153914,596,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000647339","HG1815_PATCH",134107,260810,-1,142372,153942,153942,558,NA,"","protein_coding","retained_intron",""
"CACNA2D4","ENSG00000284953","ENST00000647100","HG1815_PATCH",134107,260810,-1,151523,260690,260690,2566,NA,"","protein_coding","protein_coding","ENSP00000496164"
"CACNA2D4","ENSG00000284953","ENST00000645209","HG1815_PATCH",134107,260810,-1,186569,216771,216771,499,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"CACNA2D4","ENSG00000284953","ENST00000645737","HG1815_PATCH",134107,260810,-1,226174,227023,227023,404,NA,"","protein_coding","retained_intron",""
"TRAPPC4","ENSG00000280495","ENST00000630172","HG2217_PATCH",40363,47054,1,40363,41103,40363,569,NA,"","protein_coding","retained_intron",""
"TRAPPC4","ENSG00000280495","ENST00000631071","HG2217_PATCH",40363,47054,1,40366,42349,40366,980,NA,"","protein_coding","retained_intron",""
"TRAPPC4","ENSG00000280495","ENST00000627703","HG2217_PATCH",40363,47054,1,40366,45021,40366,583,NA,"","protein_coding","protein_coding","ENSP00000486853"
"TRAPPC4","ENSG00000280495","ENST00000630169","HG2217_PATCH",40363,47054,1,40366,45242,40366,654,NA,"","protein_coding","protein_coding","ENSP00000486097"
"TRAPPC4","ENSG00000280495","ENST00000629713","HG2217_PATCH",40363,47054,1,40366,45265,40366,794,NA,"","protein_coding","protein_coding","ENSP00000486496"
"TRAPPC4","ENSG00000280495","ENST00000625526","HG2217_PATCH",40363,47054,1,40366,45272,40366,849,NA,"","protein_coding","protein_coding","ENSP00000485724"
"TRAPPC4","ENSG00000280495","ENST00000628720","HG2217_PATCH",40363,47054,1,40366,45272,40366,1135,NA,"","protein_coding","retained_intron",""
"TRAPPC4","ENSG00000280495","ENST00000629243","HG2217_PATCH",40363,47054,1,40366,45734,40366,1425,NA,"","protein_coding","protein_coding","ENSP00000487467"
"TRAPPC4","ENSG00000280495","ENST00000625680","HG2217_PATCH",40363,47054,1,40366,47054,40366,1209,1,"","protein_coding","protein_coding","ENSP00000485730"
"TRAPPC4","ENSG00000280495","ENST00000626820","HG2217_PATCH",40363,47054,1,40390,44994,40390,768,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000486303"
"TRAPPC4","ENSG00000280495","ENST00000630040","HG2217_PATCH",40363,47054,1,40395,45259,40395,817,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000487585"
"TRAPPC4","ENSG00000280495","ENST00000626997","HG2217_PATCH",40363,47054,1,40992,45271,40992,1340,NA,"","protein_coding","retained_intron",""
"TRAPPC4","ENSG00000280495","ENST00000630535","HG2217_PATCH",40363,47054,1,41917,45274,41917,1924,NA,"","protein_coding","retained_intron",""
"TRAPPC4","ENSG00000280495","ENST00000630544","HG2217_PATCH",40363,47054,1,43368,44882,43368,392,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"VPS11","ENSG00000280616","ENST00000626621","HG2217_PATCH",89291,103577,1,89291,103577,89291,3313,1,"","protein_coding","protein_coding","ENSP00000485929"
"VPS11","ENSG00000280616","ENST00000629865","HG2217_PATCH",89291,103577,1,89420,103566,89420,3388,NA,"","protein_coding","protein_coding","ENSP00000486795"
"VPS11","ENSG00000280616","ENST00000629400","HG2217_PATCH",89291,103577,1,89422,103563,89422,3352,NA,"","protein_coding","retained_intron",""
"VPS11","ENSG00000280616","ENST00000630977","HG2217_PATCH",89291,103577,1,91132,103563,91132,2739,NA,"","protein_coding","protein_coding","ENSP00000487452"
"VPS11","ENSG00000280616","ENST00000627344","HG2217_PATCH",89291,103577,1,91152,92383,91152,576,NA,"","protein_coding","retained_intron",""
"VPS11","ENSG00000280616","ENST00000630109","HG2217_PATCH",89291,103577,1,93631,98527,93631,1952,NA,"","protein_coding","retained_intron",""
"VPS11","ENSG00000280616","ENST00000629256","HG2217_PATCH",89291,103577,1,95421,99246,95421,542,NA,"","protein_coding","protein_coding","ENSP00000487072"
"VPS11","ENSG00000280616","ENST00000628095","HG2217_PATCH",89291,103577,1,98619,99928,98619,585,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"VPS11","ENSG00000280616","ENST00000626755","HG2217_PATCH",89291,103577,1,100781,103564,100781,626,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"SLC25A26","ENSG00000282739","ENST00000633701","HG2235_PATCH",110410,365012,1,110410,355823,110410,2673,1,"","protein_coding","protein_coding","ENSP00000488659"
"SLC25A26","ENSG00000282739","ENST00000632575","HG2235_PATCH",110410,365012,1,197908,354975,197908,1023,NA,"","protein_coding","protein_coding","ENSP00000488865"
"SLC25A26","ENSG00000282739","ENST00000634032","HG2235_PATCH",110410,365012,1,197960,365012,197960,3879,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000487656"
"SLC25A26","ENSG00000282739","ENST00000633238","HG2235_PATCH",110410,365012,1,220099,354952,220099,1096,NA,"","protein_coding","protein_coding","ENSP00000487996"
"SLC25A26","ENSG00000282739","ENST00000632740","HG2235_PATCH",110410,365012,1,220099,355823,220099,1840,NA,"","protein_coding","nonsense_mediated_decay","ENSP00000487788"
"SLC25A26","ENSG00000282739","ENST00000633644","HG2235_PATCH",110410,365012,1,238491,347480,238491,375,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"HPS5","ENSG00000288445","ENST00000672413","HG2111_PATCH",27494,71024,-1,27494,71000,71000,4725,NA,"","protein_coding","protein_coding","ENSP00000499956"
"HPS5","ENSG00000288445","ENST00000671838","HG2111_PATCH",27494,71024,-1,27502,70966,70966,4840,1,"","protein_coding","protein_coding","ENSP00000500370"
"HPS5","ENSG00000288445","ENST00000672334","HG2111_PATCH",27494,71024,-1,27885,71000,71000,4147,NA,"","protein_coding","protein_coding","ENSP00000500042"
"HPS5","ENSG00000288445","ENST00000672381","HG2111_PATCH",27494,71024,-1,28444,35740,35740,1275,NA,"","protein_coding","protein_coding","ENSP00000500840"
"HPS5","ENSG00000288445","ENST00000673434","HG2111_PATCH",27494,71024,-1,30740,44927,44927,1642,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"HPS5","ENSG00000288445","ENST00000672622","HG2111_PATCH",27494,71024,-1,32619,40768,40768,1121,NA,"","protein_coding","retained_intron",""
"HPS5","ENSG00000288445","ENST00000672223","HG2111_PATCH",27494,71024,-1,34199,44871,44871,759,NA,"","protein_coding","protein_coding","ENSP00000500693"
"HPS5","ENSG00000288445","ENST00000673578","HG2111_PATCH",27494,71024,-1,36717,44871,44871,320,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"HPS5","ENSG00000288445","ENST00000673322","HG2111_PATCH",27494,71024,-1,44988,71024,71024,2160,NA,"","protein_coding","protein_coding","ENSP00000500818"
"HPS5","ENSG00000288445","ENST00000673098","HG2111_PATCH",27494,71024,-1,60343,71004,71004,711,NA,"","protein_coding","retained_intron",""
"HPS5","ENSG00000288445","ENST00000673145","HG2111_PATCH",27494,71024,-1,60782,70914,70914,485,NA,"","protein_coding","protein_coding_CDS_not_defined",""
"ZAP70","ENSG00000291603","ENST00000708152","HG2275_PATCH",639607,665893,1,639607,665891,639607,2421,1,"","protein_coding","protein_coding","ENSP00000517108"
